Ticker;SimFinId;Currency;"Fiscal Year";"Fiscal Period";"Report Date";"Publish Date";"Restated Date";"Shares (Basic)";"Shares (Diluted)";Revenue;"Cost of Revenue";"Gross Profit";"Operating Expenses";"Selling, General & Administrative";"Research & Development";"Depreciation & Amortization";"Operating Income (Loss)";"Non-Operating Income (Loss)";"Interest Expense, Net";"Pretax Income (Loss), Adj.";"Abnormal Gains (Losses)";"Pretax Income (Loss)";"Income Tax (Expense) Benefit, Net";"Income (Loss) from Continuing Operations";"Net Extraordinary Gains (Losses)";"Net Income";"Net Income (Common)"
ABUS;953888;USD;2017;FY;2017-12-31;2018-03-16;2019-03-07;54723272;54723272;10700000;;;-80832000;-16129000;-62676000;-2027000;-70132000;3578000;1277000;-66554000;-42179000;-108733000;24320000;-84413000;;-84413000;-85324000
ABUS;953888;USD;2018;FY;2018-12-31;2019-03-07;2020-03-05;55304083;55304083;5945000;;;-76117000;-16002000;-57934000;-2181000;-70172000;1818000;2821000;-68354000;7012000;-61342000;4282000;-57060000;;-57060000;-67151000
ABUS;953888;USD;2019;FY;2019-12-31;2020-03-05;2021-03-04;57093454;57093454;6011000;;;-77356000;-17727000;-57601000;-2028000;-71345000;44000;3000;-71301000;-95078000;-166379000;12656000;-153723000;;-153723000;-164872000
ABUS;953888;USD;2020;FY;2020-12-31;2021-03-04;2022-03-03;75835378;75835378;6914000;;;-64183000;-14845000;-49338000;;-57269000;-5939000;-3270000;-63208000;-537000;-63745000;;-63745000;;-63745000;-75868000
AC;919941;USD;2016;FY;2016-12-31;2017-03-14;2018-03-09;24870000;25175000;31227000;;;-41866000;-30968000;;;-10639000;12079000;12079000;1440000;12905000;14345000;-3876000;10469000;;10218000;10218000
AC;919941;USD;2017;FY;2017-12-31;2018-03-09;2019-03-08;23792000;23639000;26915000;;;-46588000;-36523000;;;-19673000;10274000;10274000;-9399000;15663000;6264000;2420000;8684000;;8837000;8837000
AC;919941;USD;2018;FY;2018-12-31;2019-03-08;2019-03-08;23070000;22585000;22779000;;;-36259000;-26607000;;;-13480000;13122000;13122000;-358000;-68503000;-68861000;11478000;-57383000;;-58099000;-58099000
AC;919941;USD;2019;FY;2019-12-31;2020-03-16;2021-03-24;22475000;22475000;22205000;;;-29752000;-23810000;;;-7547000;12998000;12998000;5451000;51772000;57223000;-12627000;44596000;-1890000;39188000;39188000
AC;919941;USD;2020;FY;2020-12-31;2021-03-24;2022-03-17;22274000;22274000;18983000;;;-31452000;;;;-12469000;45359000;8495000;32890000;-3007000;29883000;-9374000;20509000;-632000;18816000;18816000
ACA;919864;USD;2017;FY;2017-12-31;2018-02-14;2019-02-28;48800000;48800000;1462400000;-1167700000;294700000;-163000000;-163000000;;;131700000;-1600000;0;130100000;0;130100000;-40400000;89700000;;89700000;89700000
ACA;919864;USD;2018;FY;2018-12-31;2019-02-02;2021-02-25;48800000;48900000;1460400000;-1188400000;272000000;-153900000;-153900000;;;118100000;100000;-900000;118200000;-23200000;95000000;-19300000;75700000;;75700000;75700000
ACA;919864;USD;2019;FY;2019-12-31;2020-02-27;2022-02-24;47900000;48400000;1736900000;-1404500000;332400000;-179500000;-179500000;;;152900000;-6100000;-6800000;146800000;;146800000;-33500000;113300000;;113300000;113300000
ACA;919864;USD;2020;FY;2020-12-31;2021-02-25;2022-02-24;48000000;48500000;1935600000;-1553600000;382000000;-223100000;-223100000;;;158900000;-13600000;-10600000;145300000;-7100000;138200000;-31600000;106600000;;106600000;106600000
ACAD;445591;USD;2016;FY;2016-12-31;2017-02-28;2019-02-27;115858000;115858000;17331000;-3075000;14256000;-287071000;-186456000;-99284000;;-272815000;2763000;2763000;-270052000;;-270052000;-1341000;-271393000;;-271393000;-271393000
ACAD;445591;USD;2017;FY;2017-12-31;2018-02-27;2019-02-27;122600000;122600000;124901000;-9077000;115824000;-408234000;-255062000;-149189000;;-292410000;4126000;4126000;-288284000;;-288284000;-1119000;-289403000;;-289403000;-289403000
ACAD;445591;USD;2018;FY;2018-12-31;2019-02-27;2021-02-25;126583000;126583000;223807000;-12377000;211430000;-458874000;-265758000;-187163000;;-247444000;3508000;5348000;-243936000;;-243936000;-1256000;-245192000;;-245192000;-245192000
ACAD;445591;USD;2019;FY;2019-12-31;2020-02-27;2022-03-01;147199000;147199000;339076000;-11344000;327732000;-574277000;-325638000;-240385000;;-246545000;12162000;11165000;-234383000;;-234383000;-876000;-235259000;;-235259000;-235259000
ACAD;445591;USD;2020;FY;2020-12-31;2021-02-25;2022-03-01;157331000;157331000;441755000;-10211000;431544000;-718130000;-388661000;-319130000;;-286586000;5613000;6610000;-280973000;;-280973000;-611000;-281584000;;-281584000;-281584000
ACAN;654226;USD;2016;FY;2016-09-30;2017-01-12;2017-12-04;17031000;17031000;60000;;;-1189421;-605051;;;-1129421;-89404;-89404;-1218825;-991939;-2210764;;-2210764;;-2210764;-2210764
ACAN;654226;USD;2017;FY;2017-09-30;2017-12-04;2019-01-15;19007371;19007371;40000;;;-1838199;-1423026;;;-1798199;-334198;-334198;-2132397;-639497;-2771894;;-2771894;;-2771894;-2771894
ACAN;654226;USD;2018;FY;2018-09-30;2019-01-15;2019-01-15;20066824;20066824;;;;-2029427;-1474754;;;-2029427;-2400428;-2400428;-4429855;-2861;-4432716;;-4432716;;-4432716;-4432716
ACAN;654226;USD;2019;FY;2019-09-30;2020-01-14;2020-12-21;22984703;22984703;11564;;;-3403610;-1753589;;;-3392046;-534512;-531482;-3926558;-977110;-4903668;;-4903668;;-4903668;-4903668
ACAN;654226;USD;2020;FY;2020-09-30;2020-12-21;2021-12-06;23504820;23504820;503512;-22500;481012;-2429241;-2023321;;;-1948229;-522789;-522789;-2471018;1761675;-709343;;-709343;;-709343;-709343
ACCO;120923;USD;2016;FY;2016-12-31;2017-02-27;2019-02-27;107000000;109200000;1557100000;-1042200000;514900000;-350400000;-328800000;;-21600000;164500000;-34000000;-42900000;130500000;-5400000;125100000;-29600000;95500000;;95500000;95500000
ACCO;120923;USD;2017;FY;2017-12-31;2018-02-28;2019-02-27;108100000;110900000;1948800000;-1291500000;657300000;-451100000;-415500000;;-35600000;206200000;-26400000;-35300000;179800000;-21700000;158100000;-26400000;131700000;;131700000;131700000
ACCO;120923;USD;2018;FY;2018-12-31;2019-02-27;2021-04-12;104800000;107000000;1941200000;-1313400000;627800000;-429100000;-392400000;;-36700000;198700000;-29100000;-36800000;169600000;-11700000;157900000;-51200000;106700000;;106700000;106700000
ACCO;120923;USD;2019;FY;2019-12-31;2020-02-27;2022-02-23;99500000;101000000;1955700000;-1322200000;633500000;-425300000;-389900000;;-35400000;208200000;-32700000;-40000000;175500000;-12000000;163500000;-56700000;106800000;;106800000;106800000
ACCO;120923;USD;2020;FY;2020-12-31;2021-02-26;2022-02-23;94900000;96100000;1655200000;-1162800000;492400000;-369099999;-336300000;;-32799999;123300001;-33800000;-37800000;89500001;-10900000;78600001;-16600000;62000001;;62000001;62000001
ACER;1053636;USD;2017;FY;2017-12-31;2018-03-07;2019-03-07;3694388;3694388;;;;-13948127;-5223101;-8725026;;-13948127;-246304;-230213;-14194431;;-14194431;;-14194431;;-14194431;-14194431
ACER;1053636;USD;2018;FY;2018-12-31;2019-03-07;2020-03-18;8555039;8555039;;;;-21713994;-9261570;-12452424;;-21713994;433103;412553;-21280891;;-21280891;;-21280891;;-21280891;-21280891
ACER;1053636;USD;2019;FY;2019-12-31;2020-03-18;2021-03-01;10092179;10092179;;;;-29897441;-16046423;-13851018;;-29897441;479472;471267;-29417969;;-29417969;;-29417969;;-29417969;-29417969
ACER;1053636;USD;2020;FY;2020-12-31;2021-03-01;2022-03-02;11121039;11121039;;;;-22802825;-10954923;-11847902;;-22802825;-82624;;-22885449;;-22885449;;-22885449;;-22885449;-22885449
ACET;1154966;USD;2017;FY;2017-12-31;2018-02-09;2020-03-12;572959;572959;;;;-18882000;-2043000;-16839000;;-18882000;-14896000;;-33778000;;-33778000;;-33778000;;-33778000;-33778000
ACET;1154966;USD;2018;FY;2018-12-31;2019-03-18;2021-03-12;3778164;3778164;8181000;;;-23145000;-8428000;-14717000;;-14964000;5076000;543000;-9888000;;-9888000;589000;-9299000;;-9299000;-9299000
ACET;1154966;USD;2019;FY;2019-12-31;2020-03-12;2021-03-12;4902381;4902381;995000;;;-32383000;-8692000;-23691000;;-31388000;3269000;938000;-28119000;;-28119000;-19000;-28138000;;-28138000;-28138000
ACET;1154966;USD;2020;FY;2020-12-31;2021-03-12;2022-03-15;7319977;7319977;17903000;;;-57094000;-22760000;-34334000;;-39191000;-302000;651000;-39493000;;-39493000;2815000;-36678000;;-36678000;-36678000
ACET_delis;191612;USD;2017;FY;2017-06-30;2017-11-09;2017-11-09;32283000;32632000;638318000;-497526000;140792000;-110238000;-102340000;-7898000;;30554000;-13193000;-13193000;17361000;;17361000;-5985000;11376000;;11376000;11376000
ACET_delis;191612;USD;2018;FY;2018-06-30;2018-10-25;2018-10-25;35216000;35216000;711359000;-599796000;111563000;-130309000;-122376000;-7933000;;-18746000;-17810000;-17810000;-36556000;-256266000;-292822000;-23299000;-316121000;;-316121000;-316121000
ACHC;445598;USD;2016;FY;2016-12-31;2017-02-24;2018-02-27;85701000;85972000;2810914000;-1918113000;892801000;-447659000;;;-135103000;445142000;-181325000;-181325000;263817000;-230862000;32955000;-28779000;4176000;;6143000;6143000
ACHC;445598;USD;2017;FY;2017-12-31;2018-02-27;2019-03-01;86948000;87060000;2836316000;-1923597000;912719000;-474837000;;;-143010000;437882000;-176007000;-176007000;261875000;-25077000;236798000;-37209000;199589000;;199835000;199835000
ACHC;445598;USD;2018;FY;2018-12-31;2019-03-01;2021-02-26;87288000;87288000;1904695000;-1275143000;629552000;-346089000;;;-80342000;283463000;-184534000;-184534000;98929000;-31534000;67395000;-9907000;57488000;-232974000;-175750000;-175750000
ACHC;445598;USD;2019;FY;2019-12-31;2020-02-28;2022-03-01;87612000;87816000;2008381000;-1346828000;661553000;-347459000;;;-87923000;314094000;-187325000;-187325000;126769000;-48374000;78395000;-25085000;53310000;56812000;108923000;108923000
ACHC;445598;USD;2020;FY;2020-12-31;2021-02-26;2022-03-01;87875000;88595000;2089929000;-1399614000;690315000;-324709000;;;-95256000;365606000;-158105000;-158105000;207501000;-23704000;183797000;-40606000;143191000;-812390000;-672132000;-672132000
ACI;1077533;USD;2016;FY;2017-02-28;2017-05-11;2018-05-11;579500000;579500000;59678200000;-43037700000;16640500000;-16000000000;-16000000000;;;640500000;-992400000;-1003800000;-351900000;-111700000;-463600000;90300000;-373300000;;-373300000;-373300000
ACI;1077533;USD;2017;FY;2018-02-28;2018-04-17;2019-04-24;579500000;579500000;59678200000;-43037700000;16640500000;-16032900000;-16032900000;;;607600000;-959500000;-1003800000;-351900000;-111700000;-463600000;90300000;-373300000;;-373300000;-373300000
ACI;1077533;USD;2018;FY;2019-02-28;2019-04-24;2021-04-28;580500000;580700000;60534500000;-43639900000;16894600000;-16272300000;-16272300000;;;622300000;-726400000;-830800000;-104100000;156300000;52200000;78900000;131100000;;131100000;131100000
ACI;1077533;USD;2019;FY;2020-02-29;2020-05-13;2022-04-26;579400000;580300000;62455100000;-44860900000;17594200000;-16641900000;-16641900000;;;952300000;-726500000;-698000000;225800000;373400000;599200000;-132800000;466400000;;466400000;466400000
ACI;1077533;USD;2020;FY;2021-02-28;2021-04-28;2022-04-26;500300000;578100000;69690400000;-49275900000;20414500000;-18835800000;-18835800000;;;1578700000;-403500000;-538200000;1175200000;-46500000;1128700000;-278500000;850200000;;850200000;850200000
ACIA;353923;USD;2016;FY;2016-12-31;2017-02-08;2017-02-23;25307000;29585000;478412000;-257425000;220987000;-103372000;-27676000;-75696000;;117615000;392000;453000;118007000;-3386000;114621000;16956000;131577000;;131577000;95284000
ACIA;353923;USD;2017;FY;2017-12-31;2018-02-22;2018-02-22;38920000;41690000;385166000;-217326000;167840000;-130834000;-38807000;-92027000;;37006000;3250000;3389000;40256000;47000;40303000;-1795000;38508000;;38508000;38508000
ACIA;353923;USD;2018;FY;2018-12-31;2019-02-21;2021-03-01;40259000;41997000;339891000;-192771000;147120000;-154270000;-51864000;-102406000;;-7150000;6746000;7209000;-404000;;-404000;5320000;4916000;;4916000;4916000
ACIA;353923;USD;2019;FY;2019-12-31;2020-04-29;2021-03-01;40883000;42554000;464663000;-243981000;220682000;-209281000;-80581000;-128700000;;11401000;10240000;10413000;21641000;;21641000;11198000;32839000;;32839000;32839000
ACIA;353923;USD;2020;FY;2020-12-31;2021-03-01;2021-03-01;41938000;43233000;583451000;-299351000;284100000;-194784000;-60386000;-134398000;;89316000;5527000;5598000;94843000;;94843000;-4452000;90391000;;90391000;90391000
ACIW;1057787;USD;2016;FY;2016-12-31;2017-03-01;2019-03-01;117533000;118847000;1005701000;-444914000;560787000;-491120000;-231699000;-169900000;-89521000;69667000;-35549000;-39654000;34118000;151463000;185581000;-56046000;129535000;;129535000;129535000
ACIW;1057787;USD;2017;FY;2017-12-31;2018-02-27;2020-02-27;118059000;119444000;1024191000;-452286000;571905000;-487265000;-260917000;-136921000;-89427000;84640000;-41068000;-38449000;43572000;;43572000;-38437000;5135000;;5135000;5135000
ACIW;1057787;USD;2018;FY;2018-12-31;2019-03-01;2021-02-25;116057000;117632000;1009780000;-430351000;579429000;-453518000;-225303000;-143630000;-84585000;125911000;-34112000;-30388000;91799000;;91799000;-22878000;68921000;;68921000;68921000
ACIW;1057787;USD;2019;FY;2019-12-31;2020-02-27;2022-02-24;116175000;118571000;1258294000;-617453000;640841000;-517085000;-258980000;-146573000;-111532000;123756000;-51546000;-52066000;72210000;;72210000;-5148000;67062000;;67062000;67062000
ACIW;1057787;USD;2020;FY;2020-12-31;2021-02-25;2022-02-24;116397000;118079000;1294322000;-622459000;671863000;-527119000;-256035000;-139293000;-131791000;144744000;-46118000;-45002000;98626000;;98626000;-25966000;72660000;;72660000;72660000
ACLS;670942;USD;2016;FY;2016-12-31;2017-03-14;2019-03-11;29195000;30947000;266980000;-167382000;99598000;-82693000;-48291000;-34402000;;16905000;-5599000;-4835000;11306000;-282000;11024000;-23000;11001000;;11001000;11001000
ACLS;670942;USD;2017;FY;2017-12-31;2018-03-14;2019-03-11;30866000;33436000;410561000;-260314000;150247000;-102405000;-59334000;-43071000;;47842000;-4011000;-4407000;43831000;;43831000;83128000;126959000;;126959000;126959000
ACLS;670942;USD;2018;FY;2018-12-31;2019-03-11;2021-02-26;32286000;34002000;442575000;-262939000;179636000;-119677000;-67801000;-51876000;;59959000;-5254000;-2782000;54705000;;54705000;-8820000;45885000;;45885000;45885000
ACLS;670942;USD;2019;FY;2019-12-31;2020-03-02;2022-02-25;32559000;33828000;342958000;-198806000;144152000;-119947000;-66016000;-53931000;;24205000;-3283000;-2200000;20922000;;20922000;-3888000;17034000;;17034000;17034000
ACLS;670942;USD;2020;FY;2020-12-31;2021-02-26;2022-02-25;33257000;34128000;474560000;-275976000;198584000;-140543000;-78710000;-61833000;;58041000;-2155000;-4473000;55886000;;55886000;-5904000;49982000;;49982000;49982000
ACLX;1342109;USD;2020;FY;2020-12-31;2021-03-24;2022-03-24;33543534;33543534;;;;-32096000;-7040000;-25056000;;-32096000;1000;;-32095000;;-32095000;;-32095000;;-32095000;-32095000
ACM;445606;USD;2016;FY;2016-09-30;2016-11-16;2018-11-13;154772000;156073000;17410825000;-16768001000;642824000;-115088000;-115088000;;;527736000;-145950000;-258162000;381786000;-256231000;125555000;37917000;163472000;;96109000;96109000
ACM;445606;USD;2017;FY;2017-09-30;2017-11-14;2018-11-13;155728000;159135000;18203402000;-17519682000;683720000;-133309000;-133309000;;;550411000;-83092000;-231310000;467319000;-38137000;429182000;-7706000;421476000;;339390000;339390000
ACM;445606;USD;2018;FY;2018-09-30;2018-11-13;2020-11-19;159101000;162261000;13878316000;-13399283000;479033000;-135787000;-135787000;;;343246000;-131038000;-201023000;212208000;;212208000;3494000;215702000;-18575000;136468000;136468000
ACM;445606;USD;2019;FY;2019-09-30;2019-11-13;2021-11-17;157044000;157044000;13642455000;-13030800000;611655000;-148123000;-148123000;;;463532000;-97606000;-161482000;365926000;-116756000;249170000;-13498000;235672000;-419662000;-261050000;-261050000
ACM;445606;USD;2020;FY;2020-09-30;2020-11-19;2021-11-17;159005000;161292000;13239976000;-12530416000;709560000;-188535000;-188535000;;;521025000;-100077000;-159914000;420948000;-188345000;232603000;-45753000;186850000;-340591000;-186370000;-186370000
ACN;61372;USD;2016;FY;2016-08-31;2016-10-28;2016-10-28;624797820;667770274;34797661000;-24520234000;10277427000;-5466982000;-5466982000;;;4810445000;-55696000;14226000;4754749000;848823000;5603572000;-1253969000;4349603000;;4111892000;4111892000
ACN;61372;USD;2017;FY;2017-08-31;2017-10-26;2017-10-26;620104250;660463227;36765478000;-25734986000;11030492000;-6397883000;-6397883000;;;4632609000;-16325000;22395000;4616284000;-252000;4616032000;-981100000;3634932000;;3445149000;3445149000
ACN;61372;USD;2018;FY;2018-08-31;2018-10-24;2020-10-22;628451742;655296150;40992534000;-28499170000;12493364000;-6594585000;-6594585000;;;5898779000;-90686000;36798000;5808093000;;5808093000;-1593499000;4214594000;;4059907000;4059907000
ACN;61372;USD;2019;FY;2019-08-31;2019-10-29;2021-10-15;638098125;650204873;43215013000;-29900325000;13314688000;-7009614000;-7009614000;;;6305074000;-53277000;64545000;6251797000;;6251797000;-1405556000;4846241000;;4779112000;4779112000
ACN;61372;USD;2020;FY;2020-08-31;2020-10-22;2021-10-15;636299913;647797003;44327039000;-30350881000;13976158000;-7462514000;-7462514000;;;6513644000;260687000;36260000;6774331000;;6774331000;-1589018000;5185313000;;5107839000;5107839000
ACPW;95192;USD;2016;FY;2016-12-31;2017-03-14;2017-03-14;23211000;23211000;0;0;;-1447000;-1447000;0;;-1447000;1000;0;-1446000;;-1446000;0;-1446000;-14420000;-15866000;-15866000
ACRX;113247;USD;2016;FY;2016-12-31;2017-03-03;2019-03-07;45313118;45313118;17357000;-12315000;5042000;-36999000;-15597000;-21402000;;-31957000;-2770000;-2770000;-34727000;-8464000;-43191000;34000;-43157000;;-43157000;-43157000
ACRX;113247;USD;2017;FY;2017-12-31;2018-03-09;2019-03-07;46883535;46883535;7995000;-10659000;-2664000;-36018000;-16609000;-19409000;;-38682000;-3316000;-3316000;-41998000;-10211000;-52209000;701000;-51508000;;-51508000;-51508000
ACRX;113247;USD;2018;FY;2018-12-31;2019-04-30;2021-03-15;58408548;58408548;2151000;-3976000;-1825000;-33902000;-20765000;-13137000;;-35727000;-2217000;-2217000;-37944000;-9203000;-47147000;-2000;-47149000;;-47149000;-47149000
ACRX;113247;USD;2019;FY;2019-12-31;2020-04-17;2021-03-15;79184266;79184266;2289000;-6806000;-4517000;-49688000;-45027000;-4661000;;-54205000;-2535000;-2535000;-56740000;3503000;-53237000;-3000;-53240000;;-53240000;-53240000
ACRX;113247;USD;2020;FY;2020-12-31;2021-03-15;2022-03-10;85257008;85257008;5416000;-6032000;-616000;-40347000;-36330000;-4017000;;-40963000;-2722000;-3305000;-43685000;3310000;-40375000;-4000;-40379000;;-40379000;-40379000
ACU;998436;USD;2016;FY;2016-12-31;2017-03-10;2018-03-15;3327867;3577823;124574371;-79019315;45555056;-37113000;-37113000;;;8442056;-945353;-868507;7496703;;7496703;-1645705;5850998;;5850998;5850998
ACU;998436;USD;2017;FY;2017-12-31;2018-02-09;2019-03-15;3356383;3724603;130550349;-82651076;47899273;-40016220;-40016220;;;7883053;-1389756;-1327160;6493297;;6493297;-2440818;4052479;;4052479;4052479
